ugonjwa,mahojiano
Typhoid,"Nimepata ugonjwa wa kuhara. Inafuatana na maumivu makali katika eneo la tumbo langu. Sijisikii kula chochote, na mara nyingi, nina maumivu ya kichwa kidogo."
Typhoid,"Nimekuwa na uvimbe mwingi na kuvimbiwa, ambayo imekuwa ikiumiza sana. Kuna shinikizo nyingi na maumivu katika eneo la tumbo langu. Ninapata homa kali na baridi kila usiku."
Typhoid,"Nimekuwa na maumivu ya tumbo kwa wiki iliyopita, na hayaponi hata kwa kutumia dawa. Ninahisi kutapika na siwezi kula chochote, na kwa sababu hiyo nimekuwa dhaifu sana."
Typhoid,Nina maumivu makali ya tumbo na kuhara. Nina homa kali pamoja na maumivu ya kichwa. Siku kadhaa zilizopita zimekuwa mbaya sana.
Typhoid,"Nina maumivu makali kwenye sehemu yangu ya tumbo, na nimekuwa nikihisi kichefuchefu. Pia nina homa kidogo. Nina wasiwasi sana."
Typhoid,"Ninakabiliwa na kuvimbiwa na maumivu ya tumbo. Usumbufu umezidi kuwa mbaya, na unaingilia sana maisha yangu ya kila siku. Ninahisi kama nimepoteza hamu ya kula chochote."
Typhoid,"Mara nyingi ninahisi uchovu. Sitaki kula chochote. Ninapata homa kali na baridi kila usiku. Aidha, nimekuwa nikitapika tangu jana."
Typhoid,"Nimepoteza hamu ya kula na nimeona kupoteza uzito kwa kiasi kikubwa. Nina maumivu ya tumbo, haswa katika eneo la tumbo na matumbo. Nina wasiwasi kuhusu afya yangu."
Typhoid,Usumbufu wa tumbo umekuwa mkali na mara kwa mara. Kutapika na kuvimbiwa pia kumetokea. Nina wasiwasi kuhusu afya yangu.
Typhoid,Nimekuwa nikiharisha na nimekuwa na kinyesi kisicho na maji mara kadhaa kwa siku. Nimepoteza hamu ya kula na kuhisi kichefuchefu kila wakati. Ninaanza kupata homa kidogo pia.
Typhoid,"Ninahisi dhaifu kabisa. Ninasumbuliwa sana na tumbo na kuvimbiwa, jambo ambalo linanisumbua sana. Nina hamu kubwa ya kutapika nyakati fulani, na kwa sababu hiyo, siwezi kula chochote."
Typhoid,"Kuna maumivu ya ajabu katika eneo la tumbo langu. Sijui sababu ya hii ni nini. Zaidi ya hayo, ninaanza kupata homa kidogo pamoja na baridi na maumivu ya kichwa."
Typhoid,"Nimekuwa na homa kali, haswa usiku. Imekuwa haipendezi kabisa. Kuna maumivu ya kichwa kidogo, pamoja na kuvimbiwa na kuhara. Sijisikii kula chochote."
Typhoid,"Nimekuwa nikipata shida sana kukaa na maji kwa sababu ya kutapika na kuhara. Nina homa kali, kuvimbiwa, na maumivu ya kichwa. Pia ninaanza kupata maumivu ya ajabu kwenye eneo la tumbo na siwezi kufanya chochote cha kimwili."
Typhoid,"Nimekuwa nikipata maumivu ya kichwa kwa wiki iliyopita ambayo imekuwa ikizidi kuwa mbaya. Imekuwa ikifuatana na maumivu ya tumbo, kuvimbiwa, na kuhara. Sijui kinachoendelea na nina wasiwasi nacho."
Typhoid,"Nimepungua uzito sana katika wiki iliyopita kwa sababu sikuweza kula sana kutokana na kichefuchefu na kutapika. Hii inafuatwa na homa kali, maumivu ya kichwa, na maumivu ya tumbo."
Typhoid,"Ninaharisha na kuvimbiwa, jambo ambalo limenisumbua sana. Katika tumbo langu, kuna maumivu makali, yenye uchungu. Ninachoka kila wakati na sijisikii kula chochote."
Typhoid,"Nimekuwa nikiharisha na kinyesi kisicho na maji mara nyingi kwa siku. Nimepoteza hamu ya kula na huwa mgonjwa kila wakati. Pia ninapata homa kidogo. Pia, sehemu yangu ya tumbo inauma sana. Sijui sababu ya haya yote ni nini."
Typhoid,"Kwa sababu ya ugonjwa na kutapika, sikuweza kula sana katika wiki iliyopita, ambayo ilinifanya nipunguze uzito mwingi. Homa kali, maumivu ya kichwa, na usumbufu wa tumbo hufuatana na hii."
Typhoid,Kuvimbiwa na kuhara kidogo nimekuwa nikipata kumekuwa na hali ya kutotulia. Nina maumivu makali na yenye uchungu ndani ya tumbo langu. Mimi huwa na njaa lakini sina hamu ya kula chochote.
Typhoid,"Nimekuwa nikipata magonjwa ya kuhara mara kwa mara na kinyesi kisicho na maji. Sina afya kila wakati na nimepoteza hamu yangu ya kula. Pia naanza kuwa na homa kidogo. Zaidi ya hayo, tumbo langu la chini huumiza sana. Sina hakika kwa nini kila moja yao inatokea."
Typhoid,"Nimepata homa kali, haswa usiku. Hakika imekuwa balaa. Mbali na kuhara na kuvimbiwa, kuna maumivu ya kichwa kidogo. Sina hamu ya kula chochote."
Typhoid,"Kutapika na kuhara kumefanya iwe vigumu sana kwangu kukaa na maji. Nina maumivu ya kichwa, homa kali, na kuvimbiwa. Pia ninaanza kuumwa na tumbo, na siwezi kusonga."
Typhoid,"Kwa wiki iliyopita, nimekuwa nikipata maumivu ya kichwa ambayo yamezidi kuwa mbaya. Kuvimbiwa, kuhara, na maumivu ya tumbo pia yamekuwepo. Sijui kinachoendelea, na nina wasiwasi sana."
Typhoid,"Ninahisi kuchoka wakati mwingi. Sina hamu ya chakula. Kila usiku nina joto la juu na baridi. Kwa kuongeza, nimekuwa nikitupa tangu jana."
Typhoid,Nimeona kupoteza uzito kwa kiasi kikubwa na kupoteza njaa. Tumbo langu na utumbo ni mahali ambapo nina maumivu zaidi katika tumbo langu. Kujali kuhusu ustawi wangu.
Typhoid,Kumekuwa na maumivu makali ya tumbo na ya kudumu. Kuvimbiwa na kutapika pia kumetokea. Kujali kwa ustawi wangu.
Typhoid,"Nimekuwa nikipata kinyesi kisicho na maji mara nyingi kwa siku, pamoja na kuhara. Sijisikii kula na huwa nahisi mgonjwa. Ninaanza kuwa na homa kidogo pia"
Typhoid,"Hata na dawa, usumbufu wa tumbo ambao nimekuwa nao kwa wiki iliyopita hauondoki. Nataka kutapika lakini siwezi kula chochote, ambayo imenifanya kuwa dhaifu sana."
Typhoid,Ninapata maumivu makali ya tumbo na kuhara. Pia nina maumivu ya kichwa na homa kali. Siku chache zilizopita zimekuwa mbaya sana.
Typhoid,"Nimekuwa nikihisi kichefuchefu sana na nina maumivu makali kwenye tumbo langu la chini. Kwa kuongeza, nina homa kidogo. Nina wasiwasi sana."
Typhoid,"Kuvimbiwa na maumivu ya tumbo vyote viwili vipo kwangu. Maisha yangu ya kila siku yameathiriwa sana na usumbufu, ambao umezidi kuwa mbaya. Tamaa yangu ya kula chochote inaonekana kutoweka."
Typhoid,"Pamoja na homa, baridi, na usumbufu mkali wa tumbo. Hali yangu ya jumla imeshuka moyo, na siwezi kuonekana kuondoa dalili hizi."
Typhoid,"Nimekuwa nikipata shida sana kukaa na maji kwa sababu ya kutapika na kuhara. Pamoja na maumivu ya tumbo, pia kuna homa kidogo."
Typhoid,"Nimeanza kuharisha. Inafuatana na usumbufu wa tumbo. Ninaumwa na kichwa kidogo mara nyingi, na sijisikii kula chochote."
Typhoid,Kuvimbiwa na kuvimbiwa vyote vimekuwa vikinisumbua sana. Eneo la tumbo langu ni chini ya shinikizo na uchungu mwingi. Kila usiku nina joto la juu na baridi.
Typhoid,"Homa kali na maumivu ya kichwa vinanizuia kulala vizuri sana. Aidha, ninapata maumivu ya tumbo yanayoendelea ambayo yananizuia kwenda kazini."
Typhoid,"Nimekuwa nikipitia uchovu mwingi na udhaifu, na siwezi kuonekana kuitingisha. Nina homa kidogo na maumivu yasiyoelezeka kwenye tumbo langu. Sijui nini kinaendelea."
Typhoid,Kuvimbiwa na usumbufu wa tumbo umekuwa haufurahishi sana hivi karibuni. Pia nilikuwa na homa kidogo jana usiku.
Typhoid,"Zaidi ya hayo, nimekuwa na kuhara, ambayo imekuwa chungu sana. Kutapika na maumivu ya tumbo pia kuna, na huja na kwenda."
Typhoid,"Sehemu yangu ya chini ya tumbo ni wazi katika usumbufu. Asili yake haijulikani kwangu. Kwa kuongeza, ninaendelea kutupa na ninahisi wasiwasi."
Typhoid,"Pamoja na usumbufu mkali wa tumbo na maumivu ya kichwa, kuhara kumekuwa na maji na harufu nzuri. Ninataka kutapika mara nyingi."
Typhoid,"Siku chache zilizopita, nimekuwa na homa. Kwa sasa sijisikii vizuri katika eneo la tumbo langu na kuvimbiwa."
Typhoid,"Imekuwa changamoto kwangu kula chochote kwa sababu ninahisi kichefuchefu na kutapika sana. Nimepoteza kabisa hamu ya kula, na kwa sababu hiyo, nimepoteza nguvu nyingi."
Typhoid,"Kuvimbiwa na usumbufu wa tumbo kumekuwa changamoto sana kwangu hivi majuzi. Maisha yangu ya kila siku yameathiriwa sana na usumbufu, ambao umezidi kuwa mbaya."
Typhoid,"Nimekuwa nikipata shida sana kukaa na maji kwa sababu ya kutapika na kuhara. Pia nina maumivu ya kichwa, kuvimbiwa, na homa kali."
Typhoid,"Maumivu ndani ya tumbo yangu yamekuwa makali na ya kudumu. Zaidi ya hayo, kutapika na kuvimbiwa kumetokea. Kujali kuhusu afya yangu, ninaogopa."
Typhoid,Kuvimbiwa na maumivu makali ya tumbo vyote vinanisumbua. Ninapata baridi na maumivu ya kichwa kila usiku. Imekuwa chungu sana hivi karibuni.
Typhoid,"Usumbufu wa tumbo umekuwa wa kusumbua sana na umekuwa wa vipindi. Kutapika na kuvimbiwa pia kumekuwepo. Ninajali kuhusu afya yangu, bila shaka."
Typhoid,Imekuwa haifurahishi kwangu kuwa na uvimbe mwingi na kuvimbiwa. Ninahisi shinikizo nyingi na maumivu kwenye tumbo la chini.
Typhoid,"Kuvimbiwa na usumbufu mkali wa tumbo zote zipo ndani yangu. Ninapata homa kali, baridi, na maumivu ya kichwa kila usiku. Imekuwa ya kusikitisha sana siku chache zilizopita."
Typhoid,"Nimekuwa nikipitia udhaifu na uchovu, na siwezi kuonekana kuitingisha. Nimepoteza hamu ya kula kwa sababu ya kichefuchefu na kutapika. Maumivu ya tumbo yananitia wasiwasi sasa hivi."
Typhoid,"Homa kali, maumivu ya kichwa, na baridi zimekuwa zikinizuia usiku. Kila asubuhi, mimi hupata maumivu makali ya tumbo ninapoamka mara ya kwanza."
Typhoid,"Zaidi ya hayo, nimekuwa nikiharisha na kuvimbiwa, ambayo imekuwa ikisumbua sana. Katika tumbo la chini, ninahisi kama maumivu makali ya kuchomwa. Wakati wote, ninahisi nimechoka."
Typhoid,"Kuvimbiwa na maumivu ya tumbo imekuwa ngumu sana kwangu. Maisha yangu ya kila siku yameathiriwa sana na maumivu, ambayo yamekuwa mabaya zaidi."
Typhoid,"Kuvimbiwa na maumivu ya tumbo vyote vinanisumbua sana hivi sasa. Mara kwa mara mimi hupata hamu kubwa ya kutupa, na kwa sababu hiyo, ninahisi dhaifu sana."
Typhoid,"Maumivu ya kichwa ambayo nimekuwa nikipata kwa wiki iliyopita yanazidi kuwa mbaya. Maumivu ya tumbo, kuhara, na kuvimbiwa pia yamekuwepo."
Typhoid,"Nimekuwa na joto la juu hivi karibuni, haswa usiku. Kweli wasiwasi, lazima niseme. Pamoja na kuhara na kuvimbiwa, kuna maumivu ya kichwa kidogo."
Typhoid,"Nimekuwa nikipata shida sana kupumua, na pia ninahisi wasiwasi kwa ujumla. Pia ninapata maumivu kidogo ya tumbo. Mara kwa mara imekuwa ya kutisha."
Typhoid,"Maumivu ya tumbo na kuhara maji mengi, yenye harufu mbaya vyote vimekuwepo. Mara nyingi, nataka kutupa."
Typhoid,"Kutapika na kuhara kumefanya iwe vigumu sana kwangu kukaa na maji. Joto kidogo, kuvimbiwa, na maumivu ya kichwa pia hupo."
Typhoid,"Kwa sababu ya kichefuchefu na kutapika, sikuweza kula sana katika wiki iliyopita, ambayo imenifanya nipungue sana. Homa kidogo, maumivu ya kichwa, na maumivu ya tumbo hufuatana na hili. Afya yangu ni kitu ambacho kinanisumbua sana."
Typhoid,"Nimeona ni vigumu sana kufanya shughuli zangu za kawaida kwa sababu ya uchovu. Zaidi ya hayo, nimekuwa nikihisi chini kabisa na kuwashwa. Kwa kuongeza, kuna maumivu kidogo ya tumbo."
Typhoid,"Maumivu ya kichwa ambayo nimekuwa nikipata kwa wiki iliyopita yanazidi kuwa mbaya. Maumivu ya tumbo, kuhara, na kuvimbiwa pia yamekuwepo."
Typhoid,"Kuvimbiwa na maumivu ya tumbo vyote vimenifanya nisiwe na raha. Maisha yangu ya kila siku yameanza kuathiriwa na maumivu makali ya tumbo. Zaidi ya hayo, kila usiku mimi huamka na baridi na homa kidogo."
Typhoid,"Zaidi ya hayo, nimepata kuhara, ambayo imekuwa haifurahishi sana. Maumivu ya tumbo na bloating yamekuwapo pamoja nayo kwani imekuja na kuondoka."
Typhoid,"Pamoja na homa kali na maumivu makali ya tumbo, nimekuwa nikihisi baridi. Kwa ujumla, nimekuwa nikijisikia vibaya sana, na siwezi kabisa kuondoa dalili hizi"
HIV,"Nimekuwa nikipata athari za mara kwa mara na zisizoelezeka, kama vile mizinga au kuwasha. Ni chanzo cha usumbufu na wasiwasi."
HIV,"Nimekuwa nikihisi uchovu mwingi na dhaifu, hata kwa kupumzika vya kutosha. Ni vigumu kushiriki katika shughuli niliyokuwa nikifurahia."
HIV,"Nimeona mabadiliko katika hisia yangu ya kunusa, pamoja na kupungua kwa uwezo wa kutambua harufu fulani. Ni jambo ambalo sijapata uzoefu hapo awali."
HIV,"Nimekuwa nikikabiliwa na matatizo ya muda mrefu ya meno, kama vile matundu au ugonjwa wa fizi. Inaathiri afya yangu ya kinywa na kusababisha usumbufu."
HIV,"Nimekuwa nikipata shida kudhibiti hisia zangu, kubadilika-badilika au kuhisi kutokuwa thabiti kihisia."
HIV,Nimegundua mabadiliko katika muundo wa nywele zangu au kuongezeka kwa umwagaji wa nywele. Nywele zangu hazionekani zenye afya kama zamani.
HIV,Nimekuwa nikihisi uchovu mwingi na kuwa na shida ya kuamka asubuhi. Ni ngumu kupata nguvu ya kuanza siku yangu.
HIV,"Nimekuwa nikiugua magonjwa ya mara kwa mara na yasiyoelezeka, kama vile sinusitis au bronchitis. Inachukua muda mrefu kwangu kupona kutokana na magonjwa."
HIV,Nimekuwa nikipata maumivu ya muda mrefu ya koo au koo. Inaathiri uwezo wangu wa kuzungumza waziwazi.
HIV,"Nimekuwa nikipata athari za mara kwa mara na zisizoelezeka, kama vile mizinga au kuwasha. Ni chanzo cha usumbufu na wasiwasi."
HIV,"Nimekuwa nikihisi uchovu mwingi na dhaifu, hata kwa kupumzika vya kutosha. Ni vigumu kushiriki katika shughuli niliyokuwa nikifurahia."
HIV,"Nimeona mabadiliko katika hisia yangu ya kunusa, pamoja na kupungua kwa uwezo wa kutambua harufu fulani. Ni jambo ambalo sijapata uzoefu hapo awali."
HIV,"Nimekuwa nikikabiliwa na matatizo ya muda mrefu ya meno, kama vile matundu au ugonjwa wa fizi. Inaathiri afya yangu ya kinywa na kusababisha usumbufu."
HIV,"Nimekuwa nikipata shida kudhibiti hisia zangu, kubadilika-badilika au kuhisi kutokuwa thabiti kihisia."
HIV,Nimegundua mabadiliko katika muundo wa nywele zangu au kuongezeka kwa umwagaji wa nywele. Nywele zangu hazionekani zenye afya kama zamani.
HIV,Nimekuwa nikihisi uchovu mwingi na kuwa na shida ya kuamka asubuhi. Ni ngumu kupata nguvu ya kuanza siku yangu.
HIV,"Nimekuwa nikiugua magonjwa ya mara kwa mara na yasiyoelezeka, kama vile sinusitis au bronchitis. Inachukua muda mrefu kwangu kupona kutokana na magonjwa."
HIV,Nimekuwa nikipata maumivu ya muda mrefu ya koo au koo. Inaathiri uwezo wangu wa kuzungumza waziwazi.
HIV,"Nimekuwa nikipata athari za mara kwa mara na zisizoelezeka, kama vile mizinga au kuwasha. Ni chanzo cha usumbufu na wasiwasi."
HIV,"Nimekuwa nikihisi uchovu mwingi na dhaifu, hata kwa kupumzika vya kutosha. Ni vigumu kushiriki katika shughuli niliyokuwa nikifurahia."
HIV,"Nimeona mabadiliko katika hisia yangu ya kunusa, pamoja na kupungua kwa uwezo wa kutambua harufu fulani. Ni jambo ambalo sijapata uzoefu hapo awali."
HIV,"Nimekuwa nikikabiliwa na matatizo ya muda mrefu ya meno, kama vile matundu au ugonjwa wa fizi. Inaathiri afya yangu ya kinywa na kusababisha usumbufu."
HIV,"Nimekuwa nikipata shida kudhibiti hisia zangu, kubadilika-badilika au kuhisi kutokuwa thabiti kihisia."
HIV,Nimegundua mabadiliko katika muundo wa nywele zangu au kuongezeka kwa umwagaji wa nywele. Nywele zangu hazionekani zenye afya kama zamani.
HIV,Nimekuwa nikihisi uchovu mwingi na kuwa na shida ya kuamka asubuhi. Ni ngumu kupata nguvu ya kuanza siku yangu.
HIV,"Nimekuwa nikiugua magonjwa ya mara kwa mara na yasiyoelezeka, kama vile sinusitis au bronchitis. Inachukua muda mrefu kwangu kupona kutokana na magonjwa."
HIV,Nimekuwa nikipata maumivu ya muda mrefu ya koo au koo. Inaathiri uwezo wangu wa kuzungumza waziwazi.
HIV,"Nimekuwa nikipata athari za mara kwa mara na zisizoelezeka, kama vile mizinga au kuwasha. Ni chanzo cha usumbufu na wasiwasi."
HIV,"Nimekuwa nikihisi uchovu mwingi na dhaifu, hata kwa kupumzika vya kutosha. Ni vigumu kushiriki katika shughuli niliyokuwa nikifurahia."
HIV,"Nimeona mabadiliko katika hisia yangu ya kunusa, pamoja na kupungua kwa uwezo wa kutambua harufu fulani. Ni jambo ambalo sijapata uzoefu hapo awali."
HIV,"Nimekuwa nikikabiliwa na matatizo ya muda mrefu ya meno, kama vile matundu au ugonjwa wa fizi. Inaathiri afya yangu ya kinywa na kusababisha usumbufu."
HIV,"Nimekuwa nikipata shida kudhibiti hisia zangu, kubadilika-badilika au kuhisi kutokuwa thabiti kihisia."
HIV,Nimegundua mabadiliko katika muundo wa nywele zangu au kuongezeka kwa umwagaji wa nywele. Nywele zangu hazionekani zenye afya kama zamani.
HIV,Nimekuwa nikihisi uchovu mwingi na kuwa na shida ya kuamka asubuhi. Ni ngumu kupata nguvu ya kuanza siku yangu.
HIV,"Nimekuwa nikiugua magonjwa ya mara kwa mara na yasiyoelezeka, kama vile sinusitis au bronchitis. Inachukua muda mrefu kwangu kupona kutokana na magonjwa."
HIV,Nimekuwa nikipata maumivu ya muda mrefu ya koo au koo. Inaathiri uwezo wangu wa kuzungumza waziwazi.
HIV,"Nimekuwa nikipata athari za mara kwa mara na zisizoelezeka, kama vile mizinga au kuwasha. Ni chanzo cha usumbufu na wasiwasi."
HIV,"Nimekuwa nikihisi uchovu mwingi na dhaifu, hata kwa kupumzika vya kutosha. Ni vigumu kushiriki katika shughuli niliyokuwa nikifurahia."
HIV,"Nimeona mabadiliko katika hisia yangu ya kunusa, pamoja na kupungua kwa uwezo wa kutambua harufu fulani. Ni jambo ambalo sijapata uzoefu hapo awali."
HIV,"Nimekuwa nikikabiliwa na matatizo ya muda mrefu ya meno, kama vile matundu au ugonjwa wa fizi. Inaathiri afya yangu ya kinywa na kusababisha usumbufu."
HIV,"Nimekuwa nikipata shida kudhibiti hisia zangu, kubadilika-badilika au kuhisi kutokuwa thabiti kihisia."
HIV,Nimegundua mabadiliko katika muundo wa nywele zangu au kuongezeka kwa umwagaji wa nywele. Nywele zangu hazionekani zenye afya kama zamani.
HIV,Nimekuwa nikihisi uchovu mwingi na kuwa na shida ya kuamka asubuhi. Ni ngumu kupata nguvu ya kuanza siku yangu.
HIV,"Nimekuwa nikiugua magonjwa ya mara kwa mara na yasiyoelezeka, kama vile sinusitis au bronchitis. Inachukua muda mrefu kwangu kupona kutokana na magonjwa."
HIV,Nimekuwa nikipata maumivu ya muda mrefu ya koo au koo. Inaathiri uwezo wangu wa kuzungumza waziwazi.
HIV,Nimekuwa nikipata shida kudhibiti joto la mwili wangu. Ninahisi joto au baridi kupita kiasi bila sababu dhahiri.
HIV,"Nimeona mabadiliko katika hisia yangu ya ladha, pamoja na ladha ya chakula tofauti au ya kufurahisha kidogo. Inaathiri hamu yangu na starehe ya milo."
HIV,Nimekuwa nikipata maumivu ya muda mrefu ya tumbo na usumbufu. Ni maumivu ya mara kwa mara ambayo huathiri hamu yangu na usagaji chakula.
HIV,Nimekuwa nikihisi kuzidiwa na kupata ugumu wa kukabiliana na mafadhaiko ya kila siku. Inaathiri ustawi wangu wa kiakili.
HIV,"Nimegundua mabadiliko katika muundo wangu wa kucha, na matuta, dents, au shimo. Ni jambo ambalo sijaona hapo awali."
HIV,Nimekuwa nikipata shida katika kusawazisha na kuratibu. Ninahisi kutokuwa thabiti kwa miguu yangu na nina hatari kubwa ya kuanguka.
